"AnimalID","reg_0","reg_0b","reg_0c","t_0","Mass_std","Sex","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
6485,"E ALEU","Other","East",2001,0.293547592520383,"M",8,1,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8
6486,"E ALEU","Other","East",2001,-1.4544845669259,"M",8,1,2,8,4,5,8,7,7,7,7,7,7,8,8,8,8,7,8
6487,"E ALEU","Other","East",2001,-1.60648736339948,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6488,"E ALEU","Other","East",2001,0.559552486349164,"M",8,1,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8
6489,"E ALEU","Other","East",2001,-0.656469885439551,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6490,"E ALEU","Other","East",2001,-0.96047547838673,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6491,"E ALEU","Other","East",2001,0.749555981941151,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6493,"E ALEU","Other","East",2001,-1.56848666428109,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6495,"E ALEU","Other","East",2001,-0.694470584557949,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6496,"E ALEU","Other","East",2001,0.711555282822753,"M",8,1,2,8,8,5,8,7,7,8,7,7,7,8,8,8,8,8,8
6497,"E ALEU","Other","East",2001,-0.922474779268333,"M",8,1,8,8,4,5,6,7,8,8,7,7,8,7,7,8,8,8,8
6498,"E ALEU","Other","East",2001,1.24356507048032,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6502,"E ALEU","Other","East",2001,0.559552486349164,"M",8,1,8,8,4,5,6,7,7,8,7,7,7,8,8,8,8,8,8
6503,"E ALEU","Other","East",2001,0.673554583704356,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6507,"E ALEU","Other","East",2001,-0.732471283676346,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6509,"E ALEU","Other","East",2001,-0.0104580004267962,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6510,"E ALEU","Other","East",2001,-1.22648037221551,"M",8,1,8,8,4,5,8,7,7,7,8,7,7,8,7,7,8,7,8
6511,"E ALEU","Other","East",2001,0.939559477533137,"M",8,1,8,8,4,5,8,7,7,7,7,8,8,8,8,8,8,8,8
6512,"E ALEU","Other","East",2001,1.24356507048032,"M",8,1,8,8,8,5,6,8,8,8,7,7,7,7,7,8,8,8,8
6513,"E ALEU","Other","East",2001,0.787556681059548,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6516,"E ALEU","Other","East",2001,0.141544796046793,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6519,"E ALEU","Other","East",2001,1.39556786695391,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6524,"E ALEU","Other","East",2001,1.5475706634275,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6528,"E ALEU","Other","East",2001,-0.352464292492372,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6530,"E ALEU","Other","East",2001,1.20556437136192,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6531,"E ALEU","Other","East",2001,0.331548291638779,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6533,"E ALEU","Other","East",2001,1.35756716783551,"M",8,1,2,8,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8
6534,"E ALEU","Other","East",2001,-2.02449505370186,"M",8,1,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8
6536,"E ALEU","Other","East",2001,-0.96047547838673,"M",8,1,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8
6539,"E ALEU","Other","East",2001,0.217546194283588,"M",8,1,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8
6540,"E ALEU","Other","East",2001,-1.49248526604429,"M",8,1,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8
6541,"E ALEU","Other","East",2001,-1.26448107133391,"M",8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6545,"E ALEU","Other","East",2001,0.369548990757177,"M",8,1,2,8,4,5,8,7,7,7,7,7,8,8,8,8,8,8,8
6546,"E ALEU","Other","East",2001,0.711555282822753,"M",8,1,2,8,4,5,8,7,7,7,8,8,7,8,8,8,8,8,8
6550,"E ALEU","Other","East",2001,-0.922474779268333,"M",8,1,8,3,4,5,8,7,7,7,7,7,7,7,7,7,7,8,8
6552,"E ALEU","Other","East",2001,-1.49248526604429,"M",8,1,2,3,8,5,6,7,7,7,8,8,8,8,8,8,8,8,8
6553,"E ALEU","Other","East",2001,0.0275426986916017,"M",8,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6555,"E ALEU","Other","East",2001,0.141544796046793,"M",8,1,8,8,8,5,6,8,8,8,8,8,8,8,8,8,8,8,8
