"","region","year","est.pred","se.pred","ci.pred.lower","ci.pred.upper","est.real","se.real","ci.real.lower","ci.real.upper","surveyed"
"183","E GULF",1984,2259.24925493791,6019.94698758559,801.283024682727,6112.5572071966,2259.24925493791,6019.94698758559,801.283024682727,6112.5572071966,0
"184","E GULF",1985,1999.49665980985,3134.1474527883,866.806115280481,4557.34514808024,1999.49665980985,3134.1474527883,866.806115280481,4557.34514808024,0
"185","E GULF",1986,1855.13666690474,1745.59956207543,877.348522027497,3566.19229580709,1855.13666690474,1745.59956207543,877.348522027497,3566.19229580709,0
"186","E GULF",1987,1753.09316318879,1063.18779785723,963.011087027022,3007.45027018393,1753.09316318879,1063.18779785723,963.011087027022,3007.45027018393,0
"187","E GULF",1988,1681.15469461049,694.793905986951,987.583330792925,2576.25191125285,1681.15469461049,694.793905986951,987.583330792925,2576.25191125285,0
"188","E GULF",1989,1608.64879106948,484.969481454454,1054.59075429169,2311.20718551864,1570.72693422289,478.913662539691,1046.97372111515,2274.81581960553,1
"189","E GULF",1990,1526.4502667826,352.953163494154,1056.76855480662,2046.70894553762,1504.40462049349,346.509991656088,1073.8252617919,2033.90797235374,1
"190","E GULF",1991,1426.67135066855,267.013430513601,1038.88071619701,1833.18453757369,1497.15422581274,256.944211230214,1146.89929132545,1897.88946041204,1
"191","E GULF",1992,1317.63668832443,199.596660489462,1021.09546056639,1639.7734193044,1317.63668832443,199.596660489462,1021.09546056639,1639.7734193044,0
"192","E GULF",1993,1194.30773054847,155.824861995124,950.488812894867,1440.45254410685,1305.19511661994,113.043450886744,1166.3812861874,1479.68840962475,1
"193","E GULF",1994,1077.37243353086,127.543102104868,869.152130474571,1276.83858292145,1098.04587982852,83.8162910234073,993.709353388727,1233.60559735675,1
"194","E GULF",1995,972.720826566801,108.706845269573,804.531649622011,1157.47898406706,972.720826566801,108.706845269573,804.531649622011,1157.47898406706,0
"195","E GULF",1996,882.207220904941,95.0604431183129,730.659107662988,1039.5355027927,731.395550477963,48.2836790307969,663.819782770774,807.467433500692,1
"196","E GULF",1997,810.578165985538,85.7000725190996,675.2020332744,952.160937290847,740.74811142737,36.9219848525044,691.415219157593,799.818174533747,1
"197","E GULF",1998,757.437526673251,78.5038056408436,630.55060448328,886.98752332591,803.98064490716,29.4348092998004,763.266077747583,848.367716532603,1
"198","E GULF",1999,719.90526315794,75.1810284594992,600.702626879903,845.673928379344,719.90526315794,75.1810284594992,600.702626879903,845.673928379344,0
"199","E GULF",2000,701.180561810125,71.9026516345499,587.43427599477,821.844467021158,763.588584819395,17.4568446676001,741.725776171899,790.170222635719,1
"200","E GULF",2001,697.710674732296,70.9006044317478,586.286983115561,818.410849206326,669.151331894139,14.3116910639294,652.628415487732,691.814299078442,1
"201","E GULF",2002,708.13784139925,72.4469689375558,589.892120170234,825.450574124397,643.555439902438,12.9381846172579,626.363953896915,664.022213291062,1
"202","E GULF",2003,734.034516287998,73.9127679356914,607.705064675821,849.255648185552,793.042342521364,12.4353268365327,774.259145658561,812.770991178048,1
"203","E GULF",2004,769.058351561109,77.6819389585409,636.409436200182,891.535567547135,767.190456308229,9.67726942638085,752.473161937868,782.894625348516,1
"204","E GULF",2005,813.89979605949,81.3803314473497,676.832279081477,944.399608710956,790.765321025503,10.3249975316141,775.030253205684,807.594264092969,1
"205","E GULF",2006,863.408913657415,84.3002364605196,733.133057627866,1010.17255538213,863.408913657415,84.3002364605196,733.133057627866,1010.17255538213,0
"206","E GULF",2007,918.20057492424,88.7864451334444,779.170036725316,1067.1260537574,918.20057492424,88.7864451334444,779.170036725316,1067.1260537574,0
"207","E GULF",2008,970.586820035859,93.3359028433574,824.25756793473,1128.07325605649,970.586820035859,93.3359028433574,824.25756793473,1128.07325605649,0
"208","E GULF",2009,1014.23194533099,96.5637571615371,849.83711099437,1166.46731891901,1025,0,1025,1025,1
"209","E GULF",2010,1049.30650143013,96.9804150211669,901.508653754558,1219.63807157562,961.174793722783,1.97154152055294,959,964.252542169519,1
"210","E GULF",2011,1074.05703696457,97.9050653723348,918.450512946331,1237.32412428298,1099,0,1099,1099,1
"211","E GULF",2012,1087.77175971802,96.9672879569061,933.443358969408,1249.77300498743,1087.77175971802,96.9672879569061,933.443358969408,1249.77300498743,0
"212","E GULF",2013,1092.81017115031,98.658078425928,937.517963738302,1260.35557124029,1235,0,1235,1235,1
"213","E GULF",2014,1091.73928439782,100.225467796816,930.092058926757,1256.3952159492,1091.73928439782,100.225467796816,930.092058926757,1256.3952159492,0
"214","E GULF",2015,1086.04255668746,100.41579592068,926.339004779089,1253.32228620401,1194,0,1194,1194,1
"215","E GULF",2016,1080.26721629814,100.457128674928,921.510988751174,1251.11657657521,1080.26721629814,100.457128674928,921.510988751174,1251.11657657521,0
"216","E GULF",2017,1075.77323074352,99.1173201683652,914.368402591351,1239.8971593598,795,0,795,795,1
"217","E GULF",2018,1073.39999198011,98.7575320494219,910.341904915294,1231.95761724812,1073.39999198011,98.7575320494219,910.341904915294,1231.95761724812,0
"218","E GULF",2019,1076.43279036498,101.513940784005,923.411286023846,1253.53513795852,1153,0,1153,1153,1
"219","E GULF",2020,1084.88021565022,106.659486825228,910.062782782019,1254.45373613015,1084.88021565022,106.659486825228,910.062782782019,1254.45373613015,0
"220","E GULF",2021,1094.79056593212,117.261353782947,909.012983714426,1292.54420418621,1123,0,1123,1123,1
"221","C GULF",1978,34421.7275484257,557354.046213968,17015.5109341474,132302.539334059,33957.957571992,557365.803293477,18076.7396878611,131312.612922487,1
"222","C GULF",1979,29518.324189346,225747.404165504,16795.5685299738,83163.9422626424,29711.2593425492,225745.464642526,17271.8963881313,83409.3589575029,1
"223","C GULF",1980,26123.4463494029,97013.3549841841,17023.203099204,56744.7510366041,26123.4463494029,97013.3549841841,17023.203099204,56744.7510366041,0
"224","C GULF",1981,23495.9132253367,43703.4328508019,16741.8684006325,41151.044697611,23495.9132253367,43703.4328508019,16741.8684006325,41151.044697611,0
"225","C GULF",1982,21201.0537698904,20718.9795320459,15894.1397123185,32037.4841824922,21201.0537698904,20718.9795320459,15894.1397123185,32037.4841824922,0
"226","C GULF",1983,18895.3897488347,10134.9891858836,14747.3502416006,25572.0603290456,18895.3897488347,10134.9891858836,14747.3502416006,25572.0603290456,0
"227","C GULF",1984,16605.3318840947,5253.28299822963,13497.6917556239,21020.7783975134,16536.9585741781,5243.97294388742,13508.8298550583,20963.6696514785,1
"228","C GULF",1985,14319.8987698549,2901.51521232692,12060.6466942475,17360.7665241154,14319.8987698549,2901.51521232692,12060.6466942475,17360.7665241154,0
"229","C GULF",1986,12134.0221268048,1734.29222254426,10351.7064761366,14151.6655590026,12634.2902761955,1681.20086828266,11151.3850925643,14558.3853624805,1
"230","C GULF",1987,10139.7769966274,1089.69013861295,8818.94260947168,11579.3907215599,10139.7769966274,1089.69013861295,8818.94260947168,11579.3907215599,0
"231","C GULF",1988,8396.318544683,755.941658720504,7378.03121587593,9434.0029730039,8396.318544683,755.941658720504,7378.03121587593,9434.0029730039,0
"232","C GULF",1989,6936.16074107269,532.093577760481,6174.73336073363,7733.24592726184,6929.55490295737,417.03892289756,6545.63407043165,7506.84042236971,1
"233","C GULF",1990,5728.67282562205,405.614508126351,5080.81883198998,6337.91250092332,5293.12584953584,312.890645048677,4912.74580443397,5769.70792385829,1
"234","C GULF",1991,4766.28637661477,325.260377701118,4240.49593788634,5260.1525029057,4872.43042847362,292.574904636909,4447.93369846237,5345.23977507533,1
"235","C GULF",1992,4009.55648037647,272.892177645684,3572.77580568613,4450.35100377815,3866.34461708095,196.156363919268,3569.17777357801,4178.21801296861,1
"236","C GULF",1993,3421.20994458378,235.975137658505,3046.52134911853,3810.05174786866,3333.2333724446,209.133755907946,3006.23456974656,3673.83701020189,1
"237","C GULF",1994,2973.21845161864,209.454544770751,2639.8600843265,3322.08565681238,3053.59454180738,84.068244340696,2939.78180616995,3184.66267098667,1
"238","C GULF",1995,2627.64013038155,188.696945340165,2316.90869698534,2938.7184547219,2627.64013038155,188.696945340165,2316.90869698534,2938.7184547219,0
"239","C GULF",1996,2365.59797111142,171.902313198777,2084.54848602199,2645.75552362164,2298.33950066682,162.173449236373,2042.81106897017,2567.37562172945,1
"240","C GULF",1997,2162.72002703976,162.910533992163,1912.04232850388,2444.40723406605,2272.95204561397,124.717143313332,2078.48604442538,2481.71919118388,1
"241","C GULF",1998,2018.35447931155,155.030905324634,1767.72566657917,2274.6690523691,2013.97148345143,31.3647105620943,1965.27861163212,2061.94099313596,1
"242","C GULF",1999,1911.33878859733,148.059496793853,1669.91629224388,2153.48571515998,1911.33878859733,148.059496793853,1669.91629224388,2153.48571515998,0
"243","C GULF",2000,1832.11575946071,142.737298689682,1614.30508529691,2076.10355859866,1977.48910800616,104.224358771886,1825.9504070751,2157.72087901732,1
"244","C GULF",2001,1785.62218979387,140.850003205835,1558.04899480216,2014.34255703023,1626.12454774261,13.4508097330165,1608.77538440685,1646.81035808703,1
"245","C GULF",2002,1754.36987065431,139.21108627806,1531.48976641331,1985.08225203336,1742.04318022609,101.580045278918,1584.2822333709,1908.5688567096,1
"246","C GULF",2003,1744.31952829608,140.726791773004,1502.06166804224,1965.93308245929,1769.02040835254,83.8973535331799,1633.21168225557,1906.80283896111,1
"247","C GULF",2004,1755.14258276145,140.475216835259,1531.88279499992,1989.64520254977,1704.87096896754,102.511620990782,1542.82029748992,1872.44750184885,1
"248","C GULF",2005,1779.86246650366,145.887474159844,1544.10211843348,2018.21164811149,1767.41658694969,6.32839784992325,1758.87333315608,1777.71453155822,1
"249","C GULF",2006,1817.65104558897,150.427616514748,1589.63556408293,2077.74300190471,1817.65104558897,150.427616514748,1589.63556408293,2077.74300190471,0
"250","C GULF",2007,1871.9159328916,155.318491061773,1627.85417370342,2128.81377201891,1858.37307631571,148.465489674185,1616.82117839518,2097.66154773748,1
"251","C GULF",2008,1940.77181667948,159.253038215933,1684.18710128905,2199.37975761498,1940.77181667948,159.253038215933,1684.18710128905,2199.37975761498,0
"252","C GULF",2009,2018.70555427614,163.076831158428,1762.44504828051,2294.4456672659,1951.00279832781,2.58488776447795,1948,1954.92671419074,1
"253","C GULF",2010,2107.84217885126,167.847414982816,1825.32998432124,2376.07457681203,2109.98603341857,164.021592984478,1859.32983011391,2394.50985199364,1
"254","C GULF",2011,2200.46357929886,170.875387805385,1920.21860273167,2476.7808343387,2262.91642994399,1.18982377414146,2262,2264.34103909509,1
"255","C GULF",2012,2295.44962647692,175.858156115633,2022.28102495086,2597.77120339488,2295.44962647692,175.858156115633,2022.28102495086,2597.77120339488,0
"256","C GULF",2013,2387.64553151252,179.097385671634,2101.19224708633,2682.22700190145,2554,0,2554,2554,1
"257","C GULF",2014,2469.8402316609,188.100956659878,2184.12433443761,2793.10127197027,2469.8402316609,188.100956659878,2184.12433443761,2793.10127197027,0
"258","C GULF",2015,2534.9498981973,192.583044850952,2237.77289366523,2871.555499369,2703,0,2703,2703,1
"259","C GULF",2016,2590.71764731933,197.550839090985,2273.81326514069,2921.04564285234,2590.71764731933,197.550839090985,2273.81326514069,2921.04564285234,0
"260","C GULF",2017,2626.80836705438,196.156853887611,2310.60282586867,2949.44484289111,2234,0,2234,2234,1
"261","C GULF",2018,2651.46023587998,197.861576923598,2334.13477476631,2982.6146645931,2639.66412248222,197.664074571203,2326.53147258984,2974.3839313772,1
"262","C GULF",2019,2662.00719194561,201.964453824785,2351.4094674575,3014.78008593652,2689,0,2689,2689,1
"263","C GULF",2020,2677.60034500181,212.724268612472,2344.17397644255,3036.40452774849,2677.60034500181,212.724268612472,2344.17397644255,3036.40452774849,0
"264","C GULF",2021,2695.96425248069,231.038509004463,2323.17260541265,3074.58378783015,2777,0,2777,2777,1
